"Page No.","Diary Page","Entity No.","Authority Name",Entity (Value),Entity Type,"Note 1 Descriptor","Note 2 Context","Note 3 Relationship to Mary",Related Quotes,quotes,Related Footnotes,footnotes,Notes / Questions,DIsambiguation URL 1,DIsambiguation URL 2,DIsambiguation URL 3,
10,[42 047],631,The Donna Laura Minghetti Leonardo,The Donna Laura Minghetti Leonardo,visual art,painting,mentions,,,,,,"Considered to be a forgery at the time. Later x-ray found that there was no under-drawing. Per The Emma B. Andrews Diary Project, this painting was started by Leonardo, but completed by his students.",https://s3.amazonaws.com/uploads.knightlab.com/storymapjs/287f42d1567af25a015ee1f0512bb59d/the-mystery-behind-the-donna-laura-minghetti-leonardo/index.html,,,
10,[42 047],632,Leonardo da Vinci,Leonardo,person,artist-painter,mentions,,,,,,,,,,
10,[42 047],633,Theodore Montgomery Davis,Davis,person,art collector,mentions,,,,,,,,,,
10,[42 047],634,,[incorrect art attribution],sentiment,,,,The famous forgery is to figure as “The Donna Laura Minghetti Leonardo” Good for Davis!!,The famous forgery is to figure as “The Donna Laura Minghetti Leonardo” Good for Davis!!,,,,,,,
11,[42 047],635,Matthew Stewart Pritchard,Pritchard,person,art historian,interacts with,,,,,,,,,,
11,[42 047],636,,[freedom to speak without offending],sentiment,,,,Pritchard was a great relief — we felt we could say anything we liked without “offending” him.,Pritchard was a great relief — we felt we could say anything we liked without “offending” him.,,,,,,,
11,[43 048],637,Hotel Somerset,Hotel Somerset,location,accomodation,diary entry header,,,,,,,,,,
11,[43 048],638,,Boston,location,city,diary entry header,,,,,,,,,,
11,[43 048],639,,"Friday, Nov. 6, 1903",date,,diary entry header,,,,,,,,,,
11,[43 048],640,Albert (Valvrojenski) Berenson,the parents [Mr. Berenson],organization / group,familty unit,interacts with / dines with,family-extended,,,,,,,,,
11,[43 048],641,Judith Mickleshanski (Valvrojenski) Berenson,the parents [Mrs. Berenson],person,,TO DO,,,,,,,,,,
11,[43 048],642,,Dorchester,location,neighborhood,visits,,,,,,,,,,
11,[43 048],643,Bernard Berenson,B.B.,person,art historian,mentions,family-immediate,,,,,,,,,
11,[43 048],644,"Museum of Fine Arts, Boston",the Museum,location,cultural heritage institution,mentions,,,,,,,,,,
11,[43 048],645,Paul Chalfin,Chalfin,person,artist-painter / curator,mentions,,,,,,,https://en.wikipedia.org/wiki/Paul_Chalfin,,,
11,[43 048],646,,[judgment of Chalfin as ignorant],sentiment,,observes,,"a rather pretentious, I think, dense sort of man, who permits himself such judgments upon matters he knows little about that it makes me doubt his knowing even his own subject — Japanese and Chinese art — in a really scholarly way. He is a painter — that explains it! Mentally he resembles Roger Fry, but he is less versatile and much less charming.","a rather pretentious, I think, dense sort of man, who permits himself such judgments upon matters he knows little about that it makes me doubt his knowing even his own subject — Japanese and Chinese art — in a really scholarly way. He is a painter — that explains it! Mentally he resembles Roger Fry, but he is less versatile and much less charming.",,,,,,,
11,[43 048],647,,[Japanese art],visual art,art described by region,,,,,,,,,,,
11,[43 048],648,,Chinese art,visual art,art described by region,,,,,,,,,,,
11,[43 048],649,Roger Fry,Roger Fry,person,artist-painter / art critic,mentions,,,,,,,https://en.wikipedia.org/wiki/Roger_Fry,,,
11,[43 048],650,,[comparison of Chaflin to Roger Fry],sentiment,,,,"He is a painter - that explains it! Mentally he resembles Roger Fry, but he is less versatile and much less charming.","He is a painter - that explains it! Mentally he resembles Roger Fry, but he is less versatile and much less charming.",,,,,,,
11,[43 048],651,Edith Greenlough Wendell,Mrs. Barrett Wendell,person,,mentions,,,,,,,https://www.nytimes.com/1938/10/04/archives/mrs-wendell-leader-in-patriotic-groups-widow-of-harvard-university.html,https://www.findagrave.com/memorial/77754736/edith-wendell,,
11,[43 048],652,Barrett Wendell,Barrett Wendell,person,professor,mentions,,,,,,,https://en.wikipedia.org/wiki/Barrett_Wendell,,,
11,[43 048],653,Mrs. _ Perry,Mrs. Perry,person,,interacts with,,,,,,,,,,
11,[43 048],654,,[changable nature of Mrs. Perry],sentiment,,observes,,I could not help liking her. The only trace of the old cloven hoof was her bringing in incidentally that Puvis de [44 049] Chavannes had praised one of her paintings for its “remarkable drawing”.,I could not help liking her. The only trace of the old cloven hoof was her bringing in incidentally that Puvis de [44 049] Chavannes had praised one of her paintings for its “remarkable drawing”.,,,,,,,
11,[43 049],655,Pierre Puvis de Chavannes,Puvis de Chavannes,person,artist-painter,mentions,,,,,,,,,,
11,[43 049],656,,portrait by Potter,visual art,painting,experiences,,,,,,,,,,
11,[43 049],657,Paulus Potter,Potter,person,,TO DO,,,,,,,https://en.wikipedia.org/wiki/Paulus_Potter,,,
11,[43 049],658,,[art so bad it's comical],sentiment,art criticism,,,"They showed me a portrait by Potter which was too comic for words, all out in its values.","They showed me a portrait by Potter which was too comic for words, all out in its values.",,,,,,,
11,[43 049],659,,[citing a reason why the portrait by Poter was bad],sentiment,art criticism,,,all out in its values.,all out in its values.,,,,,,,
11,[43 049],660,Grace Norton,Miss Grace Norton,person,scholar,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Grace_Norton,,,
11,[43 049],661,,Cambridge,location,city,visits,,,,,,,,,,
11,[43 049],662,Denman Waldo Ross,Mr. Denman Ross,person,public figure / artist-painter,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Denman_Ross,,,
11,[43 049],663,Grace Norton,Miss Norton,person,scholar,mentions,,,,,,,,,,
11,[43 049],664,,Apostle,person,religious figure,mentions,,,,,,,,,,misc
11,[43 049],665,,[inaccurate reputation of Grace Norton],sentiment,,,,"I had heard of Miss Norton as the Apostle of ‘plain living and high thinking’, but she gave us a most gorgeous repast. The Thinking was fair to middling, Mr. Ross being rather sententious and school-teachery. Still, it was pleasant, and we found many things in which we all agreed,","I had heard of Miss Norton as the Apostle of ‘plain living and high thinking’, but she gave us a most gorgeous repast. The Thinking was fair to middling, Mr. Ross being rather sententious and school-teachery. Still, it was pleasant, and we found many things in which we all agreed,",,,,,,,
11,[43 049],666,,The Thinking,theme,,,,"I had heard of Miss Norton as the Apostle of ‘plain living and high thinking’, but she gave us a most gorgeous repast. The Thinking was fair to middling...","I had heard of Miss Norton as the Apostle of ‘plain living and high thinking’, but she gave us a most gorgeous repast. The Thinking was fair to middling...",,,,,,,
11,[43 049],667,Denman Waldo Ross,Mr. Ross,person,artist-painter / scholar,interacts with / dines with,,,,,,,,,,
11,[43 049],668,,[impression of Ross as sententious],sentiment,,,,Mr. Ross being rather sententious and school-teachery,Mr. Ross being rather sententious and school-teachery,,,,,,,
11,[43 049],669,John Singer Sargent,Sargent,person,artist-painter,mentions,,,,,,,https://en.wikipedia.org/wiki/John_Singer_Sargent,,,
11,[43 049],670,,[loathing of Sargent],sentiment,art criticism,,,"we found many things in which we all agreed, loathing of Sargent, love of the Sienese and the feeling that it was the nearest European parallel to the art of the East, discrimination in Whistler worship, and so on.","we found many things in which we all agreed, loathing of Sargent, love of the Sienese and the feeling that it was the nearest European parallel to the art of the East, discrimination in Whistler worship, and so on.",,,,,,,
11,[43 049],671,,[Sienese art],visual art,art described by region,mentions,,,,,,,,,,
11,[43 049],672,,[love of Sienese school of painting],sentiment,art criticism,,,"we found many things in which we all agreed, loathing of Sargent, love of the Sienese and the feeling that it was the nearest European parallel to the art of the East, discrimination in Whistler worship, and so on.","we found many things in which we all agreed, loathing of Sargent, love of the Sienese and the feeling that it was the nearest European parallel to the art of the East, discrimination in Whistler worship, and so on.",,,,,,,
11,[43 049],673,,European,misc,proper noun adjective,,,,,,,,,,,misc
11,[43 049],674,,art of the East,visual art,art described by region,mentions,,,,,,,,,,
11,[43 049],675,James McNeil Abbott Whistler,Whistler,person,artist-painter,mentions,,,,,,,,,,
11,[43 049],676,,[discrimination in Whistler worship],sentiment,art criticism,,,"we found many things in which we all agreed, loathing of Sargent, love of the Sienese and the feeling that it was the nearest European parallel to the art of the East, discrimination in Whistler worship, and so on.","we found many things in which we all agreed, loathing of Sargent, love of the Sienese and the feeling that it was the nearest European parallel to the art of the East, discrimination in Whistler worship, and so on.",,,,,,,
11,[43 049],677,Grace Norton,Miss Norton,person,scholar,interacts with / dines with,,,,,,,,,,
11,[43 049],678,Boston,the City,location,city,mentions,,,,,,,,,,
11,[43 049],679,Prince Henry of Prussia,Prince Henry of Prussia,person,public figure,mentions,,,,,,,https://en.wikipedia.org/wiki/Prince_Henry_of_Prussia_(1862%E2%80%931929),,,
11,[43 049],680,Charles William Eliot,President Elliott,person,public figure,mentions,,,,,,,https://en.wikipedia.org/wiki/Charles_William_Eliot,,,
11,[43 049],681,Emperor Wilhelm II,Emperor,person,public figure,mentions,,,,,,,,,,
11,[43 049],682,Prince Henry of Prussia,Prince Henry,person,public figure,mentions,,,,,,,,,,
11,[43 049],683,Busch–Reisinger Museum,Germanic Museum,location,cultural heritage institution,mentions,,,,,,,,,,
11,[43 049],684,,[social faux pas],sentiment,,,,"Miss Norton told us that the City gave Prince Henry of Prussia a guard of mounted police who couldn’t ride, but tumbled off, and that President Elliott, in thanking the Emperor, through Prince Henry for the Germanic Museum, simple spoke of him as ‘your brother’.","Miss Norton told us that the City gave Prince Henry of Prussia a guard of mounted police who couldn’t ride, but tumbled off, and that President Elliott, in thanking the Emperor, through Prince Henry for the Germanic Museum, simple spoke of him as ‘your brother’.",,,,,,,
11,[43 050],685,Senda Berenson Abbott,Senda,person,,mentions,family-extended,,,,,,,,,
11,[43 050],686,Bernard Berenson,the B.B.'s [Mr. Berenson],person,art collector,mentions,family-immediate,,,,,,,,,
,,687,Mary Berenson,the B.B.'s [Mrs. Berenson],person,,mentions,,,,,,,,,,
11,[43 050],688,Mr. _ Pierce,Mr. Pierce,person,professor,mentions,,,,,,,,,,
11,[43 050],689,Helen Fry,Helen Fry,person,,mentions,,,,,,,,,,
11,[43 050],690,,[concern over Helen Fry's mental health],sentiment,,,,This reminds me that poor Helen Fry has had to be sent to an Asylum. Poor old Roger.,This reminds me that poor Helen Fry has had to be sent to an Asylum. Poor old Roger.,,,,,,,
11,[43 050],691,,Asylum,location,medical,mentions,,,,,,,,,,
11,[43 050],692,Roger Fry,Roger,person,artist-painter,mentions,,,,,,,https://en.wikipedia.org/wiki/Roger_Fry,,,
11,[43 050],693,Bernard Berenson,B.B.,person,,mentions,,,,,,,,,,
11,[43 050],694,,[opinion on Bernard-related gossip],sentiment,,,,for he writes to say that he has been defending B. B. against monstrous lies believed about him by Claude Phillips and Colvin,for he writes to say that he has been defending B. B. against monstrous lies believed about him by Claude Phillips and Colvin,,,,,,,
11,[43 050],695,Claude Phillips,Claude Phillips,person,art historian,mentions,,,,,,,https://en.wikipedia.org/wiki/Claude_Phillips,,,
11,[43 050],696,Sidney Colvin,Colvin,person,curator,mentions,,,,,,,https://en.wikipedia.org/wiki/Sidney_Colvin,,,
11,[43 050],697,The Burlington Magazine,Burlington,organization / group,business,mentions,,"[Roger Fry] goes on to say that they have agreet to run the newly organized Burlingoton by a small committee of these very men and himself and Cook, and hopes B.B. will be pleased and take the same interest in it as before.","[Roger Fry] goes on to say that they have agreet to run the newly organized Burlingoton by a small committee of these very men and himself and Cook, and hopes B.B. will be pleased and take the same interest in it as before.",,,,https://en.wikipedia.org/wiki/The_Burlington_Magazine,http://edinburgh.universitypressscholarship.com/view/10.3366/edinburgh/9780748690954.001.0001/upso-9780748690954-chapter-004,,
11,[43 050],698,Herbert Cook,Cook,person,art historian,mentions,,,,,,,https://en.wikipedia.org/wiki/Herbert_Cook,,,
11,[43 050],699,Bernard Berenson,B.B.,person,,mentions,,,,,,,,,,
11,[43 050],700,,[opinion of the English],sentiment,,,,"He finds it important to keep it “really English”. This is what is called English tact, I suppose. Helen would never have permitted it.","He finds it important to keep it “really English”. This is what is called English tact, I suppose. Helen would never have permitted it.",,,,,,,
11,[43 050],701,Helen Fry,Helen,person,,mentions,,,,,,,,,,
11,[43 051],702,,Hotel Somerset,location,accommodation,diary entry header,,,,,,,,,,
11,[43 051],703,,Boston,location,city,diary entry header,,,,,,,,,,
11,[43 051],704,,"Saturday, Nov. 7, 1903",date,,diary entry header,,,,,,,,,,
11,[43 051],705,"Museum of Fine Arts, Boston",Museum,location,cultural heritage institution,visits,,,,,,,,,,
11,[43 051],706,"Saint Luke Drawing the Virgin, Boston version",the so-called Rogier van der Weyden,visual art,painting,experiences,,,,,,,https://www.mfa.org/collections/object/saint-luke-drawing-the-virgin-31035,https://en.wikipedia.org/wiki/Saint_Luke_Drawing_the_Virgin,,
11,[43 051],707,Rogier van der Weyden,Rogier van der Weyden,person,artist-painter,attributes,,,,,,,,,,
11,[43 051],708,,the other Rogiers,visual art,painting,mentions,,,,,,,,,,
11,[43 051],709,Rogier van der Weyden,Rogiers,person,artist-painter,attributes,,,,,,,,,,
11,[43 051],710,"Saint Luke Drawing the Virgin, Munich version",the one in Munich,visual art,painting,mentions,,,,,,,https://www.sammlung.pinakothek.de/en/artist/rogier-van-der-weyden/der-hl-lukas-zeichnet-die-madonna,https://en.wikipedia.org/wiki/Saint_Luke_Drawing_the_Virgin,,
11,[43 051],711,,"[critical comparison of the Boston and Munich versions of ""Saint Luke Drawing the Virgin""; questioning autheticity of boston version]",sentiment,,,,"The one here is an exact copy of the one in Munich, except that the faces are shorter and less firm in expression, and the draperies a very little less nervous.'","The one here is an exact copy of the one in Munich, except that the faces are shorter and less firm in expression, and the draperies a very little less nervous.'",,,,,,,
